date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 627, 0, 0, 466195
03/09/20, 0, 0, 627, 0, 0, 466195
03/13/20, 0, 0, 627, 0, 0, 466195
03/17/20, 0, 0, 627, 0, 0, 466195
03/21/20, 0, 0, 627, 0, 0, 466195
03/25/20, 123, 4, 627, 0, 123, 466195
03/29/20, 210, 8, 627, 1, 210, 466195
04/02/20, 537, 21, 627, 2, 537, 466195
04/06/20, 981, 39, 627, 6, 981, 466195
04/10/20, 981, 39, 627, 7, 981, 466195
04/14/20, 1669, 49, 627, 7, 1669, 466195
04/18/20, 2202, 68, 627, 11, 2202, 466195
04/22/20, 2844, 94, 627, 17, 2844, 466195
04/26/20, 3657, 127, 627, 26, 3657, 466195
04/30/20, 4678, 169, 627, 38, 4678, 466195
05/04/20, 5949, 220, 627, 56, 5949, 466195
05/08/20, 7507, 284, 627, 78, 7507, 466195
05/12/20, 9385, 363, 627, 108, 9385, 466195
05/16/20, 11591, 458, 627, 146, 11591, 466195
05/20/20, 14103, 570, 627, 193, 14103, 466195
05/24/20, 16860, 700, 627, 253, 16860, 466195
05/28/20, 19741, 846, 627, 325, 19741, 466195
06/01/20, 22574, 1004, 627, 413, 22574, 466195
06/05/20, 25124, 1166, 627, 518, 25124, 466195
06/09/20, 27154, 1325, 627, 651, 27154, 466195
06/13/20, 28457, 1468, 627, 811, 28457, 466195
06/17/20, 28896, 1586, 627, 989, 28896, 466195
06/21/20, 28442, 1671, 627, 1180, 28442, 466195
06/25/20, 27171, 1716, 627, 1382, 27171, 466195
06/29/20, 25246, 1721, 627, 1589, 25246, 466195
07/03/20, 22865, 1688, 627, 1797, 22865, 466195
07/07/20, 20237, 1623, 627, 2002, 20237, 466195
