date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 51, 0, 0, 43539
03/09/20, 0, 0, 51, 0, 0, 43539
03/13/20, 0, 0, 51, 0, 0, 43539
03/17/20, 0, 0, 51, 0, 0, 43539
03/21/20, 0, 0, 51, 0, 0, 43539
03/25/20, 18, 0, 51, 0, 18, 43539
03/29/20, 18, 0, 51, 0, 18, 43539
04/02/20, 18, 0, 51, 0, 18, 43539
04/06/20, 25, 1, 51, 0, 25, 43539
04/10/20, 25, 1, 51, 0, 25, 43539
04/14/20, 57, 1, 51, 0, 57, 43539
04/18/20, 128, 2, 51, 0, 128, 43539
04/22/20, 285, 5, 51, 0, 285, 43539
04/26/20, 626, 12, 51, 1, 626, 43539
04/30/20, 1338, 28, 51, 2, 1338, 43539
05/04/20, 2712, 59, 51, 5, 2712, 43539
05/08/20, 4968, 118, 51, 13, 4968, 43539
05/12/20, 7714, 209, 51, 30, 7714, 43539
05/16/20, 9631, 318, 51, 57, 9631, 43539
05/20/20, 9604, 408, 51, 95, 9604, 43539
05/24/20, 7948, 448, 51, 142, 7948, 43539
05/28/20, 5762, 436, 51, 193, 5762, 43539
06/01/20, 3833, 391, 51, 243, 3833, 43539
06/05/20, 2414, 332, 51, 288, 2414, 43539
06/09/20, 1469, 273, 51, 327, 1469, 43539
06/13/20, 876, 222, 51, 361, 876, 43539
06/17/20, 516, 180, 51, 389, 516, 43539
06/21/20, 302, 146, 51, 411, 302, 43539
06/25/20, 176, 119, 51, 430, 176, 43539
06/29/20, 103, 98, 51, 445, 103, 43539
07/03/20, 60, 82, 51, 458, 60, 43539
07/07/20, 35, 69, 51, 469, 35, 43539
