date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 14, 0, 0, 14444
03/09/20, 0, 0, 14, 0, 0, 14444
03/13/20, 0, 0, 14, 0, 0, 14444
03/17/20, 0, 0, 14, 0, 0, 14444
03/21/20, 0, 0, 14, 0, 0, 14444
03/25/20, 25, 1, 14, 0, 25, 14444
03/29/20, 68, 2, 14, 0, 68, 14444
04/02/20, 112, 4, 14, 1, 112, 14444
04/06/20, 118, 4, 14, 1, 118, 14444
04/10/20, 118, 4, 14, 1, 118, 14444
04/14/20, 200, 5, 14, 1, 200, 14444
04/18/20, 260, 8, 14, 1, 260, 14444
04/22/20, 329, 11, 14, 2, 329, 14444
04/26/20, 409, 14, 14, 3, 409, 14444
04/30/20, 500, 19, 14, 4, 500, 14444
05/04/20, 599, 23, 14, 6, 599, 14444
05/08/20, 701, 29, 14, 9, 701, 14444
05/12/20, 797, 34, 14, 12, 797, 14444
05/16/20, 880, 40, 14, 17, 880, 14444
05/20/20, 941, 46, 14, 22, 941, 14444
05/24/20, 973, 50, 14, 27, 973, 14444
05/28/20, 971, 54, 14, 33, 971, 14444
06/01/20, 938, 56, 14, 40, 938, 14444
06/05/20, 878, 57, 14, 47, 878, 14444
06/09/20, 798, 56, 14, 54, 798, 14444
06/13/20, 708, 55, 14, 61, 708, 14444
06/17/20, 613, 52, 14, 67, 613, 14444
06/21/20, 521, 48, 14, 74, 521, 14444
06/25/20, 436, 44, 14, 80, 436, 14444
06/29/20, 361, 40, 14, 85, 361, 14444
07/03/20, 295, 36, 14, 90, 295, 14444
07/07/20, 239, 32, 14, 94, 239, 14444
