date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 186, 0, 0, 78668
03/09/20, 0, 0, 186, 0, 0, 78668
03/13/20, 0, 0, 186, 0, 0, 78668
03/17/20, 0, 0, 186, 0, 0, 78668
03/21/20, 0, 0, 186, 0, 0, 78668
03/25/20, 0, 0, 186, 0, 0, 78668
03/29/20, 22, 0, 186, 0, 22, 78668
04/02/20, 59, 2, 186, 0, 59, 78668
04/06/20, 81, 3, 186, 0, 81, 78668
04/10/20, 81, 3, 186, 0, 81, 78668
04/14/20, 186, 4, 186, 0, 186, 78668
04/18/20, 415, 8, 186, 0, 415, 78668
04/22/20, 916, 18, 186, 1, 916, 78668
04/26/20, 1977, 41, 186, 3, 1977, 78668
04/30/20, 4083, 88, 186, 8, 4083, 78668
05/04/20, 7734, 179, 186, 18, 7734, 78668
05/08/20, 12639, 329, 186, 39, 12639, 78668
05/12/20, 16782, 522, 186, 83, 16782, 78668
05/16/20, 17738, 701, 186, 147, 17738, 78668
05/20/20, 15354, 800, 186, 230, 15354, 78668
05/24/20, 11481, 801, 186, 321, 11481, 78668
05/28/20, 7787, 731, 186, 412, 7787, 78668
06/01/20, 4964, 628, 186, 496, 4964, 78668
06/05/20, 3045, 520, 186, 571, 3045, 78668
06/09/20, 1824, 423, 186, 630, 1824, 78668
06/13/20, 1077, 341, 186, 680, 1077, 78668
06/17/20, 631, 276, 186, 723, 631, 78668
06/21/20, 368, 225, 186, 758, 368, 78668
06/25/20, 215, 185, 186, 788, 215, 78668
06/29/20, 125, 153, 186, 813, 125, 78668
07/03/20, 73, 128, 186, 833, 73, 78668
07/07/20, 43, 108, 186, 850, 43, 78668
