date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 186, 0, 0, 78668
03/09/20, 0, 0, 186, 0, 0, 78668
03/13/20, 0, 0, 186, 0, 0, 78668
03/17/20, 0, 0, 186, 0, 0, 78668
03/21/20, 0, 0, 186, 0, 0, 78668
03/25/20, 0, 0, 186, 0, 0, 78668
03/29/20, 22, 0, 186, 0, 22, 78668
04/02/20, 59, 2, 186, 0, 59, 78668
04/06/20, 81, 3, 186, 0, 81, 78668
04/10/20, 81, 3, 186, 0, 81, 78668
04/14/20, 138, 4, 186, 0, 138, 78668
04/18/20, 183, 5, 186, 0, 183, 78668
04/22/20, 237, 7, 186, 0, 237, 78668
04/26/20, 307, 10, 186, 1, 307, 78668
04/30/20, 396, 13, 186, 2, 396, 78668
05/04/20, 510, 18, 186, 3, 510, 78668
05/08/20, 653, 24, 186, 5, 653, 78668
05/12/20, 833, 31, 186, 8, 833, 78668
05/16/20, 1055, 40, 186, 11, 1055, 78668
05/20/20, 1326, 51, 186, 15, 1326, 78668
05/24/20, 1649, 64, 186, 20, 1649, 78668
05/28/20, 2027, 81, 186, 27, 2027, 78668
06/01/20, 2453, 100, 186, 36, 2453, 78668
06/05/20, 2914, 122, 186, 46, 2914, 78668
06/09/20, 3388, 147, 186, 59, 3388, 78668
06/13/20, 3847, 173, 186, 74, 3847, 78668
06/17/20, 4252, 200, 186, 92, 4252, 78668
06/21/20, 4565, 226, 186, 113, 4565, 78668
06/25/20, 4752, 248, 186, 136, 4752, 78668
06/29/20, 4795, 267, 186, 162, 4795, 78668
07/03/20, 4694, 280, 186, 190, 4694, 78668
07/07/20, 4463, 286, 186, 220, 4463, 78668
