date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 41, 0, 0, 27812
03/09/20, 0, 0, 41, 0, 0, 27812
03/13/20, 0, 0, 41, 0, 0, 27812
03/17/20, 0, 0, 41, 0, 0, 27812
03/21/20, 0, 0, 41, 0, 0, 27812
03/25/20, 0, 0, 41, 0, 0, 27812
03/29/20, 0, 0, 41, 0, 0, 27812
04/02/20, 0, 0, 41, 0, 0, 27812
04/06/20, 12, 0, 41, 0, 12, 27812
04/10/20, 12, 0, 41, 0, 12, 27812
04/14/20, 21, 0, 41, 0, 21, 27812
04/18/20, 28, 0, 41, 0, 28, 27812
04/22/20, 36, 1, 41, 0, 36, 27812
04/26/20, 47, 1, 41, 0, 47, 27812
04/30/20, 61, 2, 41, 0, 61, 27812
05/04/20, 79, 2, 41, 0, 79, 27812
05/08/20, 103, 3, 41, 0, 103, 27812
05/12/20, 133, 4, 41, 1, 133, 27812
05/16/20, 171, 6, 41, 1, 171, 27812
05/20/20, 219, 8, 41, 2, 219, 27812
05/24/20, 279, 10, 41, 3, 279, 27812
05/28/20, 354, 13, 41, 4, 354, 27812
06/01/20, 445, 17, 41, 5, 445, 27812
06/05/20, 554, 21, 41, 7, 554, 27812
06/09/20, 682, 27, 41, 9, 682, 27812
06/13/20, 827, 33, 41, 12, 827, 27812
06/17/20, 985, 41, 41, 16, 985, 27812
06/21/20, 1150, 49, 41, 20, 1150, 27812
06/25/20, 1313, 58, 41, 25, 1313, 27812
06/29/20, 1460, 68, 41, 31, 1460, 27812
07/03/20, 1578, 77, 41, 38, 1578, 27812
07/07/20, 1655, 85, 41, 47, 1655, 27812
