date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 396, 0, 0, 219186
03/09/20, 0, 0, 396, 0, 0, 219186
03/13/20, 0, 0, 396, 0, 0, 219186
03/17/20, 0, 0, 396, 0, 0, 219186
03/21/20, 0, 0, 396, 0, 0, 219186
03/25/20, 29, 1, 396, 0, 29, 219186
03/29/20, 36, 1, 396, 0, 36, 219186
04/02/20, 66, 2, 396, 0, 66, 219186
04/06/20, 81, 3, 396, 0, 81, 219186
04/10/20, 81, 3, 396, 0, 81, 219186
04/14/20, 129, 3, 396, 0, 129, 219186
04/18/20, 149, 5, 396, 0, 149, 219186
04/22/20, 168, 6, 396, 0, 168, 219186
04/26/20, 189, 7, 396, 0, 189, 219186
04/30/20, 212, 8, 396, 1, 212, 219186
05/04/20, 237, 10, 396, 1, 237, 219186
05/08/20, 266, 11, 396, 2, 266, 219186
05/12/20, 298, 12, 396, 3, 298, 219186
05/16/20, 317, 14, 396, 4, 317, 219186
05/20/20, 328, 16, 396, 5, 328, 219186
05/24/20, 339, 17, 396, 7, 339, 219186
05/28/20, 351, 18, 396, 9, 351, 219186
06/01/20, 362, 20, 396, 11, 362, 219186
06/05/20, 374, 21, 396, 13, 374, 219186
06/09/20, 386, 22, 396, 15, 386, 219186
06/13/20, 378, 23, 396, 18, 378, 219186
06/17/20, 347, 23, 396, 20, 347, 219186
06/21/20, 314, 23, 396, 23, 314, 219186
06/25/20, 284, 22, 396, 25, 284, 219186
06/29/20, 257, 21, 396, 28, 257, 219186
07/03/20, 233, 20, 396, 30, 233, 219186
07/07/20, 211, 19, 396, 32, 211, 219186
