date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 135, 0, 0, 86749
03/09/20, 0, 0, 135, 0, 0, 86749
03/13/20, 0, 0, 135, 0, 0, 86749
03/17/20, 0, 0, 135, 0, 0, 86749
03/21/20, 0, 0, 135, 0, 0, 86749
03/25/20, 12, 0, 135, 0, 12, 86749
03/29/20, 18, 0, 135, 0, 18, 86749
04/02/20, 25, 1, 135, 0, 25, 86749
04/06/20, 25, 1, 135, 0, 25, 86749
04/10/20, 25, 1, 135, 0, 25, 86749
04/14/20, 39, 1, 135, 0, 39, 86749
04/18/20, 46, 1, 135, 0, 46, 86749
04/22/20, 51, 1, 135, 0, 51, 86749
04/26/20, 58, 2, 135, 0, 58, 86749
04/30/20, 65, 2, 135, 0, 65, 86749
05/04/20, 73, 3, 135, 0, 73, 86749
05/08/20, 82, 3, 135, 0, 82, 86749
05/12/20, 92, 4, 135, 1, 92, 86749
05/16/20, 98, 4, 135, 1, 98, 86749
05/20/20, 102, 4, 135, 1, 102, 86749
05/24/20, 105, 5, 135, 2, 105, 86749
05/28/20, 109, 5, 135, 2, 109, 86749
06/01/20, 113, 6, 135, 3, 113, 86749
06/05/20, 117, 6, 135, 4, 117, 86749
06/09/20, 121, 6, 135, 4, 121, 86749
06/13/20, 118, 7, 135, 5, 118, 86749
06/17/20, 109, 7, 135, 6, 109, 86749
06/21/20, 99, 7, 135, 7, 99, 86749
06/25/20, 89, 6, 135, 7, 89, 86749
06/29/20, 81, 6, 135, 8, 81, 86749
07/03/20, 74, 6, 135, 9, 74, 86749
07/07/20, 67, 5, 135, 10, 67, 86749
