date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 41, 0, 0, 62808
03/09/20, 0, 0, 41, 0, 0, 62808
03/13/20, 0, 0, 41, 0, 0, 62808
03/17/20, 0, 0, 41, 0, 0, 62808
03/21/20, 0, 0, 41, 0, 0, 62808
03/25/20, 62, 2, 41, 1, 62, 62808
03/29/20, 125, 5, 41, 1, 125, 62808
04/02/20, 206, 8, 41, 1, 206, 62808
04/06/20, 206, 8, 41, 2, 206, 62808
04/10/20, 206, 8, 41, 2, 206, 62808
04/14/20, 471, 11, 41, 2, 471, 62808
04/18/20, 1034, 21, 41, 3, 1034, 62808
04/22/20, 2201, 46, 41, 5, 2201, 62808
04/26/20, 4411, 97, 41, 11, 4411, 62808
04/30/20, 7898, 191, 41, 25, 7898, 62808
05/04/20, 11849, 330, 41, 51, 11849, 62808
05/08/20, 14181, 488, 41, 93, 14181, 62808
05/12/20, 13607, 607, 41, 152, 13607, 62808
05/16/20, 10942, 650, 41, 222, 10942, 62808
05/20/20, 7779, 622, 41, 295, 7779, 62808
05/24/20, 5108, 551, 41, 366, 5108, 62808
05/28/20, 3190, 464, 41, 430, 3190, 62808
06/01/20, 1931, 381, 41, 485, 1931, 62808
06/05/20, 1148, 309, 41, 533, 1148, 62808
06/09/20, 674, 250, 41, 572, 674, 62808
06/13/20, 394, 203, 41, 605, 394, 62808
06/17/20, 230, 166, 41, 631, 230, 62808
06/21/20, 134, 138, 41, 653, 134, 62808
06/25/20, 78, 115, 41, 671, 78, 62808
06/29/20, 46, 97, 41, 686, 46, 62808
07/03/20, 27, 82, 41, 699, 27, 62808
07/07/20, 16, 71, 41, 710, 16, 62808
