date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 3681, 0, 0, 1927852
03/09/20, 0, 0, 3681, 0, 0, 1927852
03/13/20, 0, 0, 3681, 0, 0, 1927852
03/17/20, 0, 0, 3681, 0, 0, 1927852
03/21/20, 0, 0, 3681, 0, 0, 1927852
03/25/20, 3279, 131, 3681, 17, 3279, 1927852
03/29/20, 4616, 184, 3681, 25, 4616, 1927852
04/02/20, 7281, 291, 3681, 36, 7281, 1927852
04/06/20, 8625, 345, 3681, 39, 8625, 1927852
04/10/20, 8625, 345, 3681, 46, 8625, 1927852
04/14/20, 14635, 432, 3681, 54, 14635, 1927852
04/18/20, 19197, 605, 3681, 83, 19197, 1927852
04/22/20, 24573, 829, 3681, 135, 24573, 1927852
04/26/20, 31176, 1107, 3681, 214, 31176, 1927852
04/30/20, 39167, 1447, 3681, 323, 39167, 1927852
05/04/20, 48617, 1858, 3681, 469, 48617, 1927852
05/08/20, 59452, 2346, 3681, 659, 59452, 1927852
05/12/20, 71394, 2911, 3681, 900, 71394, 1927852
05/16/20, 83915, 3546, 3681, 1199, 83915, 1927852
05/20/20, 96244, 4233, 3681, 1564, 96244, 1927852
05/24/20, 107379, 4942, 3681, 1999, 107379, 1927852
05/28/20, 116218, 5632, 3681, 2508, 116218, 1927852
06/01/20, 121854, 6260, 3681, 3088, 121854, 1927852
06/05/20, 123672, 6777, 3681, 3735, 123672, 1927852
06/09/20, 121540, 7145, 3681, 4437, 121540, 1927852
06/13/20, 115817, 7339, 3681, 5181, 115817, 1927852
06/17/20, 107240, 7356, 3681, 5951, 107240, 1927852
06/21/20, 96742, 7207, 3681, 6730, 96742, 1927852
06/25/20, 85283, 6918, 3681, 7500, 85283, 1927852
06/29/20, 73675, 6521, 3681, 8249, 73675, 1927852
07/03/20, 62578, 6050, 3681, 8964, 62578, 1927852
07/07/20, 52419, 5537, 3681, 9636, 52419, 1927852
