date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 299, 0, 0, 273213
03/09/20, 0, 0, 299, 0, 0, 273213
03/13/20, 0, 0, 299, 0, 0, 273213
03/17/20, 0, 0, 299, 0, 0, 273213
03/21/20, 0, 0, 299, 0, 0, 273213
03/25/20, 165, 6, 299, 0, 165, 273213
03/29/20, 282, 11, 299, 1, 282, 273213
04/02/20, 371, 14, 299, 1, 371, 273213
04/06/20, 475, 19, 299, 1, 475, 273213
04/10/20, 475, 19, 299, 1, 475, 273213
04/14/20, 808, 23, 299, 1, 808, 273213
04/18/20, 1067, 33, 299, 3, 1067, 273213
04/22/20, 1381, 46, 299, 5, 1381, 273213
04/26/20, 1780, 62, 299, 10, 1780, 273213
04/30/20, 2284, 82, 299, 16, 2284, 273213
05/04/20, 2916, 107, 299, 24, 2916, 273213
05/08/20, 3701, 139, 299, 36, 3701, 273213
05/12/20, 4656, 178, 299, 50, 4656, 273213
05/16/20, 5801, 226, 299, 69, 5801, 273213
05/20/20, 7135, 284, 299, 92, 7135, 273213
05/24/20, 8639, 352, 299, 122, 8639, 273213
05/28/20, 10274, 431, 299, 159, 10274, 273213
06/01/20, 11951, 518, 299, 204, 11951, 273213
06/05/20, 13566, 611, 299, 261, 13566, 273213
06/09/20, 14980, 705, 299, 336, 14980, 273213
06/13/20, 16064, 795, 299, 422, 16064, 273213
06/17/20, 16705, 876, 299, 518, 16705, 273213
06/21/20, 16833, 940, 299, 624, 16833, 273213
06/25/20, 16449, 984, 299, 737, 16449, 273213
06/29/20, 15607, 1004, 299, 856, 15607, 273213
07/03/20, 14410, 1002, 299, 977, 14410, 273213
07/07/20, 12981, 977, 299, 1099, 12981, 273213
