date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 218, 0, 0, 135558
03/09/20, 0, 0, 218, 0, 0, 135558
03/13/20, 0, 0, 218, 0, 0, 135558
03/17/20, 0, 0, 218, 0, 0, 135558
03/21/20, 0, 0, 218, 0, 0, 135558
03/25/20, 35, 1, 218, 0, 35, 135558
03/29/20, 127, 5, 218, 0, 127, 135558
04/02/20, 198, 7, 218, 0, 198, 135558
04/06/20, 312, 12, 218, 0, 312, 135558
04/10/20, 312, 12, 218, 0, 312, 135558
04/14/20, 496, 15, 218, 0, 496, 135558
04/18/20, 573, 20, 218, 1, 573, 135558
04/22/20, 641, 24, 218, 2, 641, 135558
04/26/20, 715, 29, 218, 5, 715, 135558
04/30/20, 795, 35, 218, 8, 795, 135558
05/04/20, 882, 40, 218, 11, 882, 135558
05/08/20, 977, 46, 218, 15, 977, 135558
05/12/20, 1077, 52, 218, 20, 1077, 135558
05/16/20, 1126, 58, 218, 25, 1126, 135558
05/20/20, 1146, 62, 218, 31, 1146, 135558
05/24/20, 1160, 66, 218, 38, 1160, 135558
05/28/20, 1171, 69, 218, 45, 1171, 135558
06/01/20, 1179, 72, 218, 52, 1179, 135558
06/05/20, 1184, 74, 218, 60, 1184, 135558
06/09/20, 1186, 75, 218, 68, 1186, 135558
06/13/20, 1128, 76, 218, 76, 1128, 135558
06/17/20, 1005, 75, 218, 84, 1005, 135558
06/21/20, 884, 72, 218, 92, 884, 135558
06/25/20, 776, 68, 218, 100, 776, 135558
06/29/20, 681, 64, 218, 108, 681, 135558
07/03/20, 598, 59, 218, 115, 598, 135558
07/07/20, 525, 54, 218, 122, 525, 135558
