date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 105, 0, 0, 220500
03/09/20, 0, 0, 105, 0, 0, 220500
03/13/20, 0, 0, 105, 0, 0, 220500
03/17/20, 0, 0, 105, 0, 0, 220500
03/21/20, 0, 0, 105, 0, 0, 220500
03/25/20, 94, 3, 105, 1, 94, 220500
03/29/20, 151, 6, 105, 1, 151, 220500
04/02/20, 264, 10, 105, 1, 264, 220500
04/06/20, 350, 14, 105, 1, 350, 220500
04/10/20, 350, 14, 105, 2, 350, 220500
04/14/20, 803, 19, 105, 2, 803, 220500
04/18/20, 1783, 37, 105, 3, 1783, 220500
04/22/20, 3896, 81, 105, 8, 3896, 220500
04/26/20, 8248, 176, 105, 17, 8248, 220500
04/30/20, 16378, 366, 105, 43, 16378, 220500
05/04/20, 28878, 707, 105, 96, 28878, 220500
05/08/20, 42484, 1207, 105, 192, 42484, 220500
05/12/20, 49872, 1755, 105, 345, 49872, 220500
05/16/20, 47081, 2152, 105, 554, 47081, 220500
05/20/20, 37391, 2279, 105, 801, 37391, 220500
05/24/20, 26389, 2163, 105, 1058, 26389, 220500
05/28/20, 17246, 1905, 105, 1305, 17246, 220500
06/01/20, 10740, 1601, 105, 1527, 10740, 220500
06/05/20, 6493, 1312, 105, 1720, 6493, 220500
06/09/20, 3856, 1062, 105, 1884, 3856, 220500
06/13/20, 2266, 859, 105, 2020, 2266, 220500
06/17/20, 1325, 698, 105, 2133, 1325, 220500
06/21/20, 773, 572, 105, 2225, 773, 220500
06/25/20, 451, 473, 105, 2301, 451, 220500
06/29/20, 264, 396, 105, 2363, 264, 220500
07/03/20, 155, 334, 105, 2416, 155, 220500
07/07/20, 92, 284, 105, 2460, 92, 220500
