date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 64, 0, 0, 65084
03/09/20, 0, 0, 64, 0, 0, 65084
03/13/20, 0, 0, 64, 0, 0, 65084
03/17/20, 0, 0, 64, 0, 0, 65084
03/21/20, 0, 0, 64, 0, 0, 65084
03/25/20, 0, 0, 64, 0, 0, 65084
03/29/20, 0, 0, 64, 0, 0, 65084
04/02/20, 0, 0, 64, 0, 0, 65084
04/06/20, 6, 0, 64, 0, 6, 65084
04/10/20, 6, 0, 64, 0, 6, 65084
04/14/20, 14, 0, 64, 0, 14, 65084
04/18/20, 32, 0, 64, 0, 32, 65084
04/22/20, 72, 1, 64, 0, 72, 65084
04/26/20, 161, 3, 64, 0, 161, 65084
04/30/20, 358, 7, 64, 0, 358, 65084
05/04/20, 788, 16, 64, 1, 788, 65084
05/08/20, 1697, 35, 64, 3, 1697, 65084
05/12/20, 3492, 76, 64, 7, 3492, 65084
05/16/20, 6573, 153, 64, 18, 6573, 65084
05/20/20, 10642, 279, 64, 39, 10642, 65084
05/24/20, 13980, 440, 64, 76, 13980, 65084
05/28/20, 14608, 585, 64, 130, 14608, 65084
06/01/20, 12545, 662, 64, 198, 12545, 65084
06/05/20, 9332, 660, 64, 274, 9332, 65084
06/09/20, 6309, 600, 64, 349, 6309, 65084
06/13/20, 4014, 515, 64, 418, 4014, 65084
06/17/20, 2459, 426, 64, 480, 2459, 65084
06/21/20, 1472, 346, 64, 532, 1472, 65084
06/25/20, 869, 279, 64, 576, 869, 65084
06/29/20, 509, 226, 64, 611, 509, 65084
07/03/20, 297, 184, 64, 640, 297, 65084
07/07/20, 173, 151, 64, 665, 173, 65084
