date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 39, 0, 0, 45905
03/09/20, 0, 0, 39, 0, 0, 45905
03/13/20, 0, 0, 39, 0, 0, 45905
03/17/20, 0, 0, 39, 0, 0, 45905
03/21/20, 0, 0, 39, 0, 0, 45905
03/25/20, 12, 0, 39, 0, 12, 45905
03/29/20, 18, 0, 39, 0, 18, 45905
04/02/20, 18, 0, 39, 0, 18, 45905
04/06/20, 31, 1, 39, 0, 31, 45905
04/10/20, 31, 1, 39, 0, 31, 45905
04/14/20, 53, 1, 39, 0, 53, 45905
04/18/20, 70, 2, 39, 0, 70, 45905
04/22/20, 91, 3, 39, 0, 91, 45905
04/26/20, 118, 4, 39, 0, 118, 45905
04/30/20, 153, 5, 39, 1, 153, 45905
05/04/20, 198, 7, 39, 1, 198, 45905
05/08/20, 256, 9, 39, 2, 256, 45905
05/12/20, 329, 12, 39, 3, 329, 45905
05/16/20, 420, 15, 39, 4, 420, 45905
05/20/20, 535, 20, 39, 6, 535, 45905
05/24/20, 675, 26, 39, 8, 675, 45905
05/28/20, 845, 33, 39, 11, 845, 45905
06/01/20, 1046, 41, 39, 14, 1046, 45905
06/05/20, 1277, 51, 39, 18, 1277, 45905
06/09/20, 1534, 63, 39, 24, 1534, 45905
06/13/20, 1808, 77, 39, 30, 1808, 45905
06/17/20, 2083, 92, 39, 40, 2083, 45905
06/21/20, 2340, 107, 39, 51, 2340, 45905
06/25/20, 2556, 123, 39, 64, 2556, 45905
06/29/20, 2710, 137, 39, 79, 2710, 45905
07/03/20, 2786, 150, 39, 96, 2786, 45905
07/07/20, 2778, 159, 39, 114, 2778, 45905
