date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 625, 0, 0, 434061
03/09/20, 0, 0, 625, 0, 0, 434061
03/13/20, 0, 0, 625, 0, 0, 434061
03/17/20, 0, 0, 625, 0, 0, 434061
03/21/20, 0, 0, 625, 0, 0, 434061
03/25/20, 154, 6, 625, 1, 154, 434061
03/29/20, 232, 9, 625, 1, 232, 434061
04/02/20, 309, 12, 625, 2, 309, 434061
04/06/20, 400, 16, 625, 2, 400, 434061
04/10/20, 400, 16, 625, 2, 400, 434061
04/14/20, 919, 21, 625, 2, 919, 434061
04/18/20, 2049, 42, 625, 3, 2049, 434061
04/22/20, 4525, 93, 625, 8, 4525, 434061
04/26/20, 9805, 205, 625, 19, 9805, 434061
04/30/20, 20413, 441, 625, 43, 20413, 434061
05/04/20, 39268, 901, 625, 95, 39268, 434061
05/08/20, 65800, 1680, 625, 218, 65800, 434061
05/12/20, 90263, 2730, 625, 440, 90263, 434061
05/16/20, 98487, 3752, 625, 779, 98487, 434061
05/20/20, 87443, 4376, 625, 1219, 87443, 434061
05/24/20, 66493, 4457, 625, 1716, 66493, 434061
05/28/20, 45611, 4116, 625, 2219, 45611, 434061
06/01/20, 29281, 3563, 625, 2690, 29281, 434061
06/05/20, 18035, 2966, 625, 3109, 18035, 434061
06/09/20, 10831, 2420, 625, 3469, 10831, 434061
06/13/20, 6407, 1959, 625, 3763, 6407, 434061
06/17/20, 3758, 1587, 625, 4002, 3758, 434061
06/21/20, 2195, 1294, 625, 4203, 2195, 434061
06/25/20, 1281, 1065, 625, 4371, 1281, 434061
06/29/20, 748, 885, 625, 4511, 748, 434061
07/03/20, 439, 742, 625, 4628, 439, 434061
07/07/20, 259, 628, 625, 4726, 259, 434061
