date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 616, 0, 0, 398329
03/09/20, 0, 0, 616, 0, 0, 398329
03/13/20, 0, 0, 616, 0, 0, 398329
03/17/20, 0, 0, 616, 0, 0, 398329
03/21/20, 0, 0, 616, 0, 0, 398329
03/25/20, 206, 8, 616, 1, 206, 398329
03/29/20, 365, 14, 616, 2, 365, 398329
04/02/20, 620, 24, 616, 2, 620, 398329
04/06/20, 731, 29, 616, 3, 731, 398329
04/10/20, 731, 29, 616, 4, 731, 398329
04/14/20, 1244, 36, 616, 4, 1244, 398329
04/18/20, 1643, 51, 616, 6, 1643, 398329
04/22/20, 2125, 70, 616, 11, 2125, 398329
04/26/20, 2736, 95, 616, 17, 2736, 398329
04/30/20, 3509, 126, 616, 27, 3509, 398329
05/04/20, 4475, 165, 616, 40, 4475, 398329
05/08/20, 5670, 214, 616, 57, 5670, 398329
05/12/20, 7122, 274, 616, 79, 7122, 398329
05/16/20, 8852, 347, 616, 107, 8852, 398329
05/20/20, 10856, 435, 616, 143, 10856, 398329
05/24/20, 13100, 538, 616, 188, 13100, 398329
05/28/20, 15510, 655, 616, 244, 15510, 398329
06/01/20, 17963, 785, 616, 311, 17963, 398329
06/05/20, 20288, 922, 616, 392, 20288, 398329
06/09/20, 22273, 1060, 616, 488, 22273, 398329
06/13/20, 23731, 1191, 616, 597, 23731, 398329
06/17/20, 24510, 1305, 616, 735, 24510, 398329
06/21/20, 24532, 1393, 616, 891, 24532, 398329
06/25/20, 23811, 1451, 616, 1058, 23811, 398329
06/29/20, 22453, 1474, 616, 1232, 22453, 398329
07/03/20, 20613, 1463, 616, 1409, 20613, 398329
07/07/20, 18470, 1422, 616, 1573, 18470, 398329
