date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 299, 0, 0, 273213
03/09/20, 0, 0, 299, 0, 0, 273213
03/13/20, 0, 0, 299, 0, 0, 273213
03/17/20, 0, 0, 299, 0, 0, 273213
03/21/20, 0, 0, 299, 0, 0, 273213
03/25/20, 165, 6, 299, 0, 165, 273213
03/29/20, 282, 11, 299, 1, 282, 273213
04/02/20, 371, 14, 299, 1, 371, 273213
04/06/20, 475, 19, 299, 1, 475, 273213
04/10/20, 475, 19, 299, 1, 475, 273213
04/14/20, 755, 23, 299, 1, 755, 273213
04/18/20, 872, 30, 299, 2, 872, 273213
04/22/20, 978, 38, 299, 5, 978, 273213
04/26/20, 1092, 45, 299, 8, 1092, 273213
04/30/20, 1218, 53, 299, 13, 1218, 273213
05/04/20, 1357, 61, 299, 18, 1357, 273213
05/08/20, 1509, 70, 299, 25, 1509, 273213
05/12/20, 1670, 80, 299, 32, 1670, 273213
05/16/20, 1756, 89, 299, 40, 1756, 273213
05/20/20, 1797, 97, 299, 50, 1797, 273213
05/24/20, 1831, 103, 299, 60, 1831, 273213
05/28/20, 1861, 108, 299, 71, 1861, 273213
06/01/20, 1889, 113, 299, 82, 1889, 273213
06/05/20, 1912, 117, 299, 94, 1912, 273213
06/09/20, 1932, 120, 299, 107, 1932, 273213
06/13/20, 1854, 123, 299, 120, 1854, 273213
06/17/20, 1664, 122, 299, 133, 1664, 273213
06/21/20, 1476, 117, 299, 146, 1476, 273213
06/25/20, 1307, 111, 299, 159, 1307, 273213
06/29/20, 1157, 104, 299, 171, 1157, 273213
07/03/20, 1025, 97, 299, 183, 1025, 273213
07/07/20, 908, 90, 299, 194, 908, 273213
