date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 304, 0, 0, 137744
03/09/20, 0, 0, 304, 0, 0, 137744
03/13/20, 0, 0, 304, 0, 0, 137744
03/17/20, 0, 0, 304, 0, 0, 137744
03/21/20, 0, 0, 304, 0, 0, 137744
03/25/20, 14, 0, 304, 0, 14, 137744
03/29/20, 71, 2, 304, 0, 71, 137744
04/02/20, 127, 5, 304, 1, 127, 137744
04/06/20, 156, 6, 304, 2, 156, 137744
04/10/20, 156, 6, 304, 2, 156, 137744
04/14/20, 266, 7, 304, 2, 266, 137744
04/18/20, 352, 10, 304, 2, 352, 137744
04/22/20, 456, 14, 304, 3, 456, 137744
04/26/20, 590, 19, 304, 4, 590, 137744
04/30/20, 761, 26, 304, 6, 761, 137744
05/04/20, 979, 35, 304, 8, 979, 137744
05/08/20, 1252, 46, 304, 12, 1252, 137744
05/12/20, 1594, 59, 304, 17, 1594, 137744
05/16/20, 2015, 76, 304, 23, 2015, 137744
05/20/20, 2524, 98, 304, 31, 2524, 137744
05/24/20, 3128, 123, 304, 41, 3128, 137744
05/28/20, 3824, 154, 304, 54, 3824, 137744
06/01/20, 4599, 190, 304, 70, 4599, 137744
06/05/20, 5423, 230, 304, 90, 5423, 137744
06/09/20, 6252, 275, 304, 114, 6252, 137744
06/13/20, 7032, 321, 304, 143, 7032, 137744
06/17/20, 7689, 368, 304, 176, 7689, 137744
06/21/20, 8160, 412, 304, 214, 8160, 137744
06/25/20, 8399, 449, 304, 257, 8399, 137744
06/29/20, 8378, 478, 304, 304, 8378, 137744
07/03/20, 8109, 496, 304, 354, 8109, 137744
07/07/20, 7629, 503, 304, 407, 7629, 137744
