date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 3021, 0, 0, 2470546
03/09/20, 0, 0, 3021, 0, 0, 2470546
03/13/20, 0, 0, 3021, 0, 0, 2470546
03/17/20, 0, 0, 3021, 0, 0, 2470546
03/21/20, 0, 0, 3021, 0, 0, 2470546
03/25/20, 529, 21, 3021, 7, 529, 2470546
03/29/20, 1518, 60, 3021, 8, 1518, 2470546
04/02/20, 3840, 153, 3021, 14, 3840, 2470546
04/06/20, 7368, 294, 3021, 25, 7368, 2470546
04/10/20, 7368, 294, 3021, 32, 7368, 2470546
04/14/20, 16860, 400, 3021, 39, 16860, 2470546
04/18/20, 37069, 785, 3021, 72, 37069, 2470546
04/22/20, 79224, 1679, 3021, 158, 79224, 2470546
04/26/20, 160169, 3535, 3021, 351, 160169, 2470546
04/30/20, 291719, 6969, 3021, 819, 291719, 2470546
05/04/20, 448140, 12268, 3021, 1774, 448140, 2470546
05/08/20, 551848, 18470, 3021, 3350, 551848, 2470546
05/12/20, 543484, 23460, 3021, 5576, 543484, 2470546
05/16/20, 445364, 25553, 3021, 8276, 445364, 2470546
05/20/20, 320757, 24736, 3021, 11160, 320757, 2470546
05/24/20, 212337, 22072, 3021, 13963, 212337, 2470546
05/28/20, 133290, 18704, 3021, 16518, 133290, 2470546
06/01/20, 80963, 15390, 3021, 18749, 80963, 2470546
06/05/20, 48207, 12490, 3021, 20646, 48207, 2470546
06/09/20, 28373, 10107, 3021, 22161, 28373, 2470546
06/13/20, 16596, 8211, 3021, 23419, 16596, 2470546
06/17/20, 9682, 6722, 3021, 24471, 9682, 2470546
06/21/20, 5649, 5556, 3021, 25349, 5649, 2470546
06/25/20, 3305, 4638, 3021, 26082, 3305, 2470546
06/29/20, 1943, 3909, 3021, 26695, 1943, 2470546
07/03/20, 1152, 3323, 3021, 27209, 1152, 2470546
07/07/20, 691, 2845, 3021, 27642, 691, 2470546
