date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 146, 0, 0, 152940
03/09/20, 0, 0, 146, 0, 0, 152940
03/13/20, 0, 0, 146, 0, 0, 152940
03/17/20, 0, 0, 146, 0, 0, 152940
03/21/20, 0, 0, 146, 0, 0, 152940
03/25/20, 0, 0, 146, 0, 0, 152940
03/29/20, 12, 0, 146, 0, 12, 152940
04/02/20, 31, 1, 146, 0, 31, 152940
04/06/20, 31, 1, 146, 0, 31, 152940
04/10/20, 31, 1, 146, 0, 31, 152940
04/14/20, 49, 1, 146, 0, 49, 152940
04/18/20, 57, 1, 146, 0, 57, 152940
04/22/20, 64, 2, 146, 0, 64, 152940
04/26/20, 72, 2, 146, 0, 72, 152940
04/30/20, 81, 3, 146, 0, 81, 152940
05/04/20, 91, 3, 146, 0, 91, 152940
05/08/20, 103, 4, 146, 1, 103, 152940
05/12/20, 115, 5, 146, 1, 115, 152940
05/16/20, 123, 5, 146, 1, 123, 152940
05/20/20, 127, 6, 146, 2, 127, 152940
05/24/20, 132, 6, 146, 2, 132, 152940
05/28/20, 136, 6, 146, 2, 136, 152940
06/01/20, 141, 7, 146, 3, 141, 152940
06/05/20, 146, 7, 146, 4, 146, 152940
06/09/20, 151, 8, 146, 5, 151, 152940
06/13/20, 148, 8, 146, 6, 148, 152940
06/17/20, 136, 8, 146, 6, 136, 152940
06/21/20, 124, 8, 146, 7, 124, 152940
06/25/20, 112, 8, 146, 8, 112, 152940
06/29/20, 102, 8, 146, 9, 102, 152940
07/03/20, 92, 7, 146, 10, 92, 152940
07/07/20, 84, 7, 146, 11, 84, 152940
