date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 1379, 0, 0, 1153526
03/09/20, 0, 0, 1379, 0, 0, 1153526
03/13/20, 0, 0, 1379, 0, 0, 1153526
03/17/20, 0, 0, 1379, 0, 0, 1153526
03/21/20, 0, 0, 1379, 0, 0, 1153526
03/25/20, 747, 29, 1379, 1, 747, 1153526
03/29/20, 1163, 46, 1379, 3, 1163, 1153526
04/02/20, 1731, 69, 1379, 3, 1731, 1153526
04/06/20, 2887, 115, 1379, 7, 2887, 1153526
04/10/20, 2887, 115, 1379, 7, 2887, 1153526
04/14/20, 4913, 144, 1379, 9, 4913, 1153526
04/18/20, 6476, 202, 1379, 19, 6476, 1153526
04/22/20, 8355, 279, 1379, 36, 8355, 1153526
04/26/20, 10720, 376, 1379, 63, 10720, 1153526
04/30/20, 13677, 496, 1379, 100, 13677, 1153526
05/04/20, 17326, 646, 1379, 150, 17326, 1153526
05/08/20, 21752, 831, 1379, 217, 21752, 1153526
05/12/20, 26991, 1055, 1379, 302, 26991, 1153526
05/16/20, 33053, 1322, 1379, 411, 33053, 1153526
05/20/20, 39791, 1635, 1379, 548, 39791, 1153526
05/24/20, 46942, 1989, 1379, 717, 46942, 1153526
05/28/20, 54105, 2376, 1379, 923, 54105, 1153526
06/01/20, 60750, 2782, 1379, 1184, 60750, 1153526
06/05/20, 66312, 3185, 1379, 1521, 66312, 1153526
06/09/20, 70208, 3560, 1379, 1906, 70208, 1153526
06/13/20, 71979, 3880, 1379, 2335, 71979, 1153526
06/17/20, 71495, 4121, 1379, 2801, 71495, 1153526
06/21/20, 68876, 4266, 1379, 3295, 68876, 1153526
06/25/20, 64483, 4309, 1379, 3806, 64483, 1153526
06/29/20, 58791, 4255, 1379, 4324, 58791, 1153526
07/03/20, 52329, 4114, 1379, 4837, 52329, 1153526
07/07/20, 45634, 3905, 1379, 5334, 45634, 1153526
