date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 1228, 0, 0, 846006
03/09/20, 0, 0, 1228, 0, 0, 846006
03/13/20, 0, 0, 1228, 0, 0, 846006
03/17/20, 0, 0, 1228, 0, 0, 846006
03/21/20, 0, 0, 1228, 0, 0, 846006
03/25/20, 290, 11, 1228, 1, 290, 846006
03/29/20, 728, 29, 1228, 3, 728, 846006
04/02/20, 1190, 47, 1228, 5, 1190, 846006
04/06/20, 1643, 65, 1228, 6, 1643, 846006
04/10/20, 1643, 65, 1228, 7, 1643, 846006
04/14/20, 3769, 89, 1228, 8, 3769, 846006
04/18/20, 8345, 175, 1228, 15, 8345, 846006
04/22/20, 18131, 379, 1228, 34, 18131, 846006
04/26/20, 37909, 816, 1228, 79, 37909, 846006
04/30/20, 73512, 1674, 1228, 173, 73512, 846006
05/04/20, 124708, 3150, 1228, 402, 124708, 846006
05/08/20, 173642, 5177, 1228, 823, 173642, 846006
05/12/20, 192299, 7201, 1228, 1471, 192299, 846006
05/16/20, 172804, 8481, 1228, 2322, 172804, 846006
05/20/20, 132601, 8702, 1228, 3292, 132601, 846006
05/24/20, 91444, 8074, 1228, 4279, 91444, 846006
05/28/20, 58905, 7007, 1228, 5207, 58905, 846006
06/01/20, 36358, 5838, 1228, 6034, 36358, 846006
06/05/20, 21861, 4759, 1228, 6746, 21861, 846006
06/09/20, 12940, 3847, 1228, 7333, 12940, 846006
06/13/20, 7592, 3110, 1228, 7806, 7592, 846006
06/17/20, 4434, 2529, 1228, 8203, 4434, 846006
06/21/20, 2587, 2074, 1228, 8534, 2587, 846006
06/25/20, 1511, 1717, 1228, 8810, 1511, 846006
06/29/20, 885, 1436, 1228, 9040, 885, 846006
07/03/20, 522, 1211, 1228, 9233, 522, 846006
07/07/20, 310, 1030, 1228, 9394, 310, 846006
