date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 36, 0, 0, 18807
03/09/20, 0, 0, 36, 0, 0, 18807
03/13/20, 0, 0, 36, 0, 0, 18807
03/17/20, 0, 0, 36, 0, 0, 18807
03/21/20, 0, 0, 36, 0, 0, 18807
03/25/20, 0, 0, 36, 0, 0, 18807
03/29/20, 0, 0, 36, 0, 0, 18807
04/02/20, 6, 0, 36, 0, 6, 18807
04/06/20, 18, 0, 36, 0, 18, 18807
04/10/20, 18, 0, 36, 0, 18, 18807
04/14/20, 29, 0, 36, 0, 29, 18807
04/18/20, 34, 1, 36, 0, 34, 18807
04/22/20, 38, 1, 36, 0, 38, 18807
04/26/20, 43, 1, 36, 0, 43, 18807
04/30/20, 48, 2, 36, 0, 48, 18807
05/04/20, 54, 2, 36, 0, 54, 18807
05/08/20, 60, 2, 36, 0, 60, 18807
05/12/20, 67, 3, 36, 1, 67, 18807
05/16/20, 71, 3, 36, 1, 71, 18807
05/20/20, 73, 3, 36, 1, 73, 18807
05/24/20, 75, 4, 36, 2, 75, 18807
05/28/20, 77, 4, 36, 2, 77, 18807
06/01/20, 79, 4, 36, 3, 79, 18807
06/05/20, 81, 4, 36, 3, 81, 18807
06/09/20, 83, 5, 36, 4, 83, 18807
06/13/20, 80, 5, 36, 4, 80, 18807
06/17/20, 73, 5, 36, 5, 73, 18807
06/21/20, 65, 5, 36, 5, 65, 18807
06/25/20, 59, 4, 36, 6, 59, 18807
06/29/20, 52, 4, 36, 7, 52, 18807
07/03/20, 47, 4, 36, 7, 47, 18807
07/07/20, 42, 4, 36, 8, 42, 18807
