date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 116, 0, 0, 54478
03/09/20, 0, 0, 116, 0, 0, 54478
03/13/20, 0, 0, 116, 0, 0, 54478
03/17/20, 0, 0, 116, 0, 0, 54478
03/21/20, 0, 0, 116, 0, 0, 54478
03/25/20, 0, 0, 116, 0, 0, 54478
03/29/20, 0, 0, 116, 0, 0, 54478
04/02/20, 12, 0, 116, 0, 12, 54478
04/06/20, 12, 0, 116, 0, 12, 54478
04/10/20, 12, 0, 116, 0, 12, 54478
04/14/20, 28, 0, 116, 0, 28, 54478
04/18/20, 64, 1, 116, 0, 64, 54478
04/22/20, 143, 2, 116, 0, 143, 54478
04/26/20, 319, 6, 116, 0, 319, 54478
04/30/20, 703, 14, 116, 1, 703, 54478
05/04/20, 1510, 31, 116, 3, 1510, 54478
05/08/20, 3090, 67, 116, 6, 3090, 54478
05/12/20, 5760, 135, 116, 14, 5760, 54478
05/16/20, 9184, 244, 116, 31, 9184, 54478
05/20/20, 11839, 379, 116, 63, 11839, 54478
05/24/20, 12163, 498, 116, 109, 12163, 54478
05/28/20, 10302, 557, 116, 167, 10302, 54478
06/01/20, 7588, 551, 116, 230, 7588, 54478
06/05/20, 5099, 498, 116, 293, 5099, 54478
06/09/20, 3232, 425, 116, 350, 3232, 54478
06/13/20, 1975, 351, 116, 401, 1975, 54478
06/17/20, 1181, 286, 116, 442, 1181, 54478
06/21/20, 697, 231, 116, 476, 697, 54478
06/25/20, 408, 187, 116, 505, 408, 54478
06/29/20, 238, 153, 116, 529, 238, 54478
07/03/20, 139, 126, 116, 549, 139, 54478
07/07/20, 81, 105, 116, 565, 81, 54478
