date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 1360, 0, 0, 900202
03/09/20, 0, 0, 1360, 0, 0, 900202
03/13/20, 0, 0, 1360, 0, 0, 900202
03/17/20, 0, 0, 1360, 0, 0, 900202
03/21/20, 0, 0, 1360, 0, 0, 900202
03/25/20, 106, 4, 1360, 0, 106, 900202
03/29/20, 361, 14, 1360, 1, 361, 900202
04/02/20, 1006, 40, 1360, 1, 1006, 900202
04/06/20, 1693, 67, 1360, 2, 1693, 900202
04/10/20, 1693, 67, 1360, 2, 1693, 900202
04/14/20, 2884, 84, 1360, 3, 2884, 900202
04/18/20, 3808, 118, 1360, 8, 3808, 900202
04/22/20, 4924, 164, 1360, 18, 4924, 900202
04/26/20, 6340, 221, 1360, 34, 6340, 900202
04/30/20, 8129, 293, 1360, 56, 8129, 900202
05/04/20, 10365, 383, 1360, 86, 10365, 900202
05/08/20, 13127, 496, 1360, 125, 13127, 900202
05/12/20, 16475, 634, 1360, 176, 16475, 900202
05/16/20, 20459, 803, 1360, 242, 20459, 900202
05/20/20, 25062, 1006, 1360, 325, 25062, 900202
05/24/20, 30198, 1242, 1360, 429, 30198, 900202
05/28/20, 35686, 1512, 1360, 558, 35686, 900202
06/01/20, 41227, 1808, 1360, 714, 41227, 900202
06/05/20, 46447, 2120, 1360, 901, 46447, 900202
06/09/20, 50838, 2432, 1360, 1120, 50838, 900202
06/13/20, 54001, 2725, 1360, 1372, 54001, 900202
06/17/20, 55592, 2977, 1360, 1695, 55592, 900202
06/21/20, 55467, 3171, 1360, 2053, 55467, 900202
06/25/20, 53674, 3293, 1360, 2433, 53674, 900202
06/29/20, 50440, 3337, 1360, 2828, 50440, 900202
07/03/20, 46168, 3305, 1360, 3229, 46168, 900202
07/07/20, 41263, 3205, 1360, 3614, 41263, 900202
