date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 116, 0, 0, 99755
03/09/20, 0, 0, 116, 0, 0, 99755
03/13/20, 0, 0, 116, 0, 0, 99755
03/17/20, 0, 0, 116, 0, 0, 99755
03/21/20, 0, 0, 116, 0, 0, 99755
03/25/20, 26, 1, 116, 0, 26, 99755
03/29/20, 79, 3, 116, 0, 79, 99755
04/02/20, 172, 6, 116, 0, 172, 99755
04/06/20, 212, 8, 116, 1, 212, 99755
04/10/20, 212, 8, 116, 1, 212, 99755
04/14/20, 361, 10, 116, 1, 361, 99755
04/18/20, 477, 14, 116, 1, 477, 99755
04/22/20, 616, 20, 116, 3, 616, 99755
04/26/20, 792, 27, 116, 5, 792, 99755
04/30/20, 1014, 36, 116, 7, 1014, 99755
05/04/20, 1289, 47, 116, 11, 1289, 99755
05/08/20, 1627, 61, 116, 16, 1627, 99755
05/12/20, 2032, 78, 116, 22, 2032, 99755
05/16/20, 2508, 99, 116, 31, 2508, 99755
05/20/20, 3051, 123, 116, 41, 3051, 99755
05/24/20, 3644, 151, 116, 54, 3644, 99755
05/28/20, 4260, 183, 116, 69, 4260, 99755
06/01/20, 4865, 217, 116, 88, 4865, 99755
06/05/20, 5407, 252, 116, 114, 5407, 99755
06/09/20, 5836, 286, 116, 145, 5836, 99755
06/13/20, 6108, 316, 116, 179, 6108, 99755
06/17/20, 6191, 342, 116, 217, 6191, 99755
06/21/20, 6083, 359, 116, 258, 6083, 99755
06/25/20, 5801, 369, 116, 301, 5801, 99755
06/29/20, 5380, 370, 116, 346, 5380, 99755
07/03/20, 4865, 362, 116, 390, 4865, 99755
07/07/20, 4302, 348, 116, 434, 4302, 99755
