date, infected, hospitalizations, beds, deaths, infected, totalPopulation
03/05/20, 0, 0, 116, 0, 0, 99755
03/09/20, 0, 0, 116, 0, 0, 99755
03/13/20, 0, 0, 116, 0, 0, 99755
03/17/20, 0, 0, 116, 0, 0, 99755
03/21/20, 0, 0, 116, 0, 0, 99755
03/25/20, 26, 1, 116, 0, 26, 99755
03/29/20, 79, 3, 116, 0, 79, 99755
04/02/20, 172, 6, 116, 0, 172, 99755
04/06/20, 212, 8, 116, 1, 212, 99755
04/10/20, 212, 8, 116, 1, 212, 99755
04/14/20, 487, 11, 116, 1, 487, 99755
04/18/20, 1077, 22, 116, 2, 1077, 99755
04/22/20, 2334, 49, 116, 4, 2334, 99755
04/26/20, 4849, 105, 116, 10, 4849, 99755
04/30/20, 9291, 213, 116, 23, 9291, 99755
05/04/20, 15450, 396, 116, 53, 15450, 99755
05/08/20, 20974, 640, 116, 105, 20974, 99755
05/12/20, 22635, 873, 116, 184, 22635, 99755
05/16/20, 19908, 1010, 116, 286, 19908, 99755
05/20/20, 15046, 1023, 116, 401, 15046, 99755
05/24/20, 10277, 941, 116, 517, 10277, 99755
05/28/20, 6579, 813, 116, 625, 6579, 99755
06/01/20, 4045, 675, 116, 720, 4045, 99755
06/05/20, 2426, 550, 116, 802, 2426, 99755
06/09/20, 1434, 445, 116, 871, 1434, 99755
06/13/20, 841, 361, 116, 926, 841, 99755
06/17/20, 491, 294, 116, 972, 491, 99755
06/21/20, 286, 242, 116, 1010, 286, 99755
06/25/20, 167, 201, 116, 1042, 167, 99755
06/29/20, 98, 169, 116, 1069, 98, 99755
07/03/20, 58, 143, 116, 1091, 58, 99755
07/07/20, 34, 122, 116, 1110, 34, 99755
